StockCode,Description,TotalRevenue,QuantitySold,InvoiceCount,CustomerCount,AveragePrice,PopularityScore
84859A,SILVER DISCO HANDBAG,442.46,222,48,38,2.9792,1824
84972L,GIANT PINK HEART MEMO HOLDER,442.40000000000003,112,44,41,3.95,1804
23482,PEARLISED IVORY HEART LARGE ,442.35,271,35,31,1.6442857142857141,1085
84948,SILVER HANGING T-LIGHT HOLDER DOME,442.2,268,33,28,1.65,924
21000,ROSE DU SUD COSMETICS BAG,442.0,104,38,36,4.25,1368
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",441.7,526,71,56,1.1214084507042255,3976
21263,GREEN GOOSE FEATHER TREE 60CM,441.3,214,43,38,2.3136363636363635,1634
20898,VINTAGE NOTEBOOK TRAVELOGUE,440.05000000000007,163,36,34,2.905263157894737,1224
16161M,WRAP  PINK FLOCK,439.0,1050,39,36,0.41794871794871796,1404
82605,OLD DOC RUSSEL METAL SIGN,438.90000000000003,209,83,62,2.1,5146
22414,DOOR MAT NEIGHBOURHOOD WITCH ,438.89,59,33,28,7.4330303030303035,924
84682,CLASSICAL ROSE DISH,438.85,211,37,30,2.7320512820512826,1110
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,438.75,351,50,45,1.25,2250
16169P,WRAP GREEN RUSSIAN FOLKART ,438.75,1250,47,45,0.36127659574468085,2115
85215,ASSORTED CHEESE FRIDGE MAGNETS,438.19,683,45,33,0.6473913043478261,1485
23120,PACK OF 6 SMALL FRUIT STRAWS,437.22,1041,77,67,0.42,5159
84913B,MINT GREEN ROSE TOWEL,437.1,94,29,26,4.65,754
84846A,SCENTED CANDLE IN DIGITALIS TIN,436.8,208,41,38,2.1,1558
85230A,OPIUM SCENTED VOTIVE CANDLE,436.55999999999995,1704,47,31,0.2695744680851064,1457
23425,STORAGE TIN HOME SWEET HOME,435.43,237,35,35,2.052857142857143,1225
23507,MINI PLAYING CARDS BUFFALO BILL ,435.18,1039,97,87,0.41942857142857143,8439
17013D,ORIGAMI ROSE INCENSE IN TUBE,434.82,856,20,16,1.029,320
84712B,PINK JEWELLED PHOTO FRAME,434.07,55,34,27,7.903235294117646,918
84689,S/2 BEACH HUT TREASURE CHESTS,434.05,161,32,28,4.4828125,896
20773,BLUE PAISLEY NOTEBOOK,433.95,263,94,77,1.65,7238
21850,BLUE  DIAMANTE PEN IN GIFT BOX,432.75,213,41,28,4.318292682926829,1148
20831,GOLD PHOTO FRAME,432.12,250,49,33,1.9702000000000002,1617
21635,MADRAS NOTEBOOK LARGE ,431.25,191,34,30,3.0357142857142856,1020
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,431.0,1324,60,49,0.4159016393442623,2940
21740,COSY SLIPPER SHOES LARGE RED,430.70000000000005,146,47,43,2.9500000000000006,2021
16045,POPART WOODEN PENCILS ASST,428.0,9300,72,65,0.04767123287671233,4680
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,427.65,425,46,41,1.3597826086956522,1886
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,427.64,512,37,36,0.8392307692307691,1332
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,426.71999999999997,1016,67,65,0.42,4355
17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,426.7,426,51,41,1.25,2091
21455,PAINTED YELLOW WOODEN DAISY,426.7,502,63,60,0.85,3780
75013B,"STRING OF 8 BUTTERFLIES,PINK",425.84999999999997,272,57,47,1.6508196721311474,2679
85230G,ORANGE VOTIVE CANDLE,425.75999999999993,1680,46,32,0.2691304347826087,1472
21311,SET/4 BIRD MIRROR MAGNETS ,425.71,658,74,61,1.1129333333333333,4514
21167,WHITE SAGE INCENSE,424.68,2058,50,32,0.209,1600
90160C,TURQ+RED BOUDICCA LARGE BRACELET,423.95000000000005,61,30,23,6.95,690
85166B,BLACK METAL BAROQUE PHOTO FRAME,423.75,201,28,27,3.3035714285714284,756
16008,SMALL FOLDING SCISSOR(POINTED EDGE),422.96,3141,85,64,0.15623529411764706,5440
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,422.63,236,45,37,2.034,1665
85185D,FROG SOCK PUPPET,422.40000000000003,144,44,37,2.940909090909091,1628
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,422.24,203,25,25,2.08,625
22981,PANTRY APPLE CORER,421.95,291,71,57,1.45,4047
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,421.56,1008,77,62,0.41935897435897435,4774
23058,CHRISTMAS HANGING SNOWFLAKE,421.02000000000004,486,44,39,1.1129545454545455,1716
84597C,RETRO PINK BALL ASHTRAY ,420.8,352,36,21,1.2277777777777779,756
90200C,BLUE SWEETHEART BRACELET,420.75,99,37,29,4.25,1073
47581B,FAIRY CAKE WICKER PICNIC BASKET ,420.75,33,26,24,12.75,624
23117,POPPY FIELDS CHOPPING BOARD,420.75,85,39,39,4.95,1521
22201,FRYING PAN BLUE POLKADOT,420.5,118,53,40,3.910377358490566,2120
BANK CHARGES,Bank Charges,420.001,29,28,18,14.482793103448275,504
20830,SILVER PHOTO FRAME,420.0,200,45,35,2.1,1575
84926E,FLOWERS TILE COASTER,419.13,1043,47,39,0.6127659574468085,1833
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,419.1,254,41,38,1.6499999999999997,1558
85184D,S/4 BLUE ROUND DECOUPAGE BOXES,418.90000000000003,142,46,43,2.95,1978
23216,LAUREL HEART ANTIQUE GOLD,418.75,338,38,30,1.3584615384615384,1140
23510,MINI PLAYING CARDS GYMKHANA,418.74,997,92,87,0.42000000000000004,8004
85179B,WHITE BITTY LIGHT CHAIN ,418.5,90,33,28,4.65,924
85017A,ENVELOPE 50 ROMANTIC IMAGES,418.2,492,51,43,0.8499999999999999,2193
21128,GOLD FISHING GNOME,417.11,88,27,22,6.413333333333333,594
75131,METAL TUBE CHIME ON BAMBOO,417.01,253,54,39,1.6737037037037037,2106
21518,BANK ACCOUNT  GREETING  CARD ,416.64,1016,70,58,0.4165714285714286,4060
20696,FLORAL SOFT CAR TOY,416.25,111,33,27,3.75,891
23336,EGG FRYING PAN PINK ,415.97,199,63,46,2.1120312500000002,2898
20943,SET/6 GINGERBREAD STAR T-LIGHTS,415.0,332,48,46,1.25,2208
20654,FIRST CLASS LUGGAGE TAG ,414.63,339,84,65,1.2410588235294118,5460
21285,RETRO SPOT CANDLE  MEDIUM,414.00000000000006,200,22,19,2.0772727272727276,418
84823,DANISH ROSE FOLDING CHAIR,413.8,44,19,19,11.31842105263158,361
22322,BIRD DECORATION GREEN POLKADOT,413.09999999999997,486,45,37,0.85,1665
21265,PINK GOOSE FEATHER TREE 60CM,412.84999999999997,183,25,23,3.23,575
23459,DOLLY CABINET 2 DRAWERS ,412.5,33,19,19,12.5,361
35647,VINTAGE BEAD PINK SHADE ,412.5,333,41,18,1.2321428571428572,738
84876D,BLUE HEART COMPACT MIRROR,412.5,264,25,22,2.55,550
84675,FROG KING WATERING CAN,410.05000000000007,139,43,38,2.95,1634
16169F,WRAP BLIZZARD,409.5,975,34,34,0.42,1156
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,409.2,248,72,57,1.65,4104
22031,BOTANICAL LAVENDER BIRTHDAY CARD,409.17,963,80,65,0.43899999999999995,5200
85017C,ENVELOPE 50 CURIOUS IMAGES,408.66999999999996,499,54,43,0.8039285714285713,2322
90195A,PURPLE GEMSTONE BRACELET,408.45,51,26,24,8.257692307692308,624
84968C,S/16 VINTAGE PISTACHIO CUTLERY,408.0,32,20,16,12.75,320
85213,MINI  ZINC GARDEN DECORATIONS ,407.73999999999995,622,46,45,0.6917391304347826,2070
23134,LARGE ZINC HEART WALL ORGANISER,407.7,50,26,24,8.203846153846154,624
23422,PANTRY HOOK BALLOON WHISK ,407.68,196,31,29,2.08,899
35240,ENAMEL BLUE RIM OVAL TRAY SET/2,407.52,48,38,35,8.49,1330
23381,PACK OF 12 VINTAGE LEAF TISSUES ,406.38,1042,63,58,0.39,3654
23512,EMBROIDERED RIBBON REEL ROSIE,405.94,196,47,45,2.0738297872340423,2115
23042,PAPER LANTERN 7 POINT SNOW STAR,405.65000000000003,61,22,22,6.65,484
23415,HOME SWEET HOME HOOK,405.6,326,45,42,1.3699999999999999,1890
84508B,STRIPES DESIGN TEDDY,405.45,159,65,40,2.55,2600
85103,SILVER T-LIGHT SETTING,405.0,60,31,26,6.75,806
84924A,WAKE UP COCKEREL CALENDAR SIGN ,404.88,105,45,40,3.9148888888888886,1800
16049,TEATIME GEL PENS ASST,404.64,1992,23,21,0.28956521739130436,483
20777,CHRYSANTHEMUM NOTEBOOK,404.25,245,92,76,1.65,6992
21480,PINK STRIPE HOT WATER BOTTLE,404.15000000000003,137,35,33,2.95,1155
22204,MILK PAN BLUE POLKADOT,403.75,123,41,33,3.4523809523809526,1353
21752,GLASS CAKE STAND MIRRORED BASE,403.65,27,23,21,14.95,483
22102,MIRROR MOSAIC T-LIGHT HOLDER ,403.5,262,38,34,1.6289473684210527,1292
21884,CAKES AND BOWS GIFT  TAPE,402.64000000000004,944,67,61,0.5592537313432836,4087
78124,MAGAZINE RACK GEBRA ASSORTED ,402.5,286,24,23,1.5625,552
79071B,ENGLISH ROSE METAL WASTE BIN,401.20000000000005,136,60,51,2.95,3060
84086C,PINK/PURPLE RETRO RADIO,401.20000000000005,136,32,24,2.95,768
84247E,PACK/12 XMAS FUN CARD,401.20000000000005,136,52,52,2.95,2704
20997,ROSE DU SUD CUSHION COVER ,400.95,81,28,25,4.95,700
23114,VINTAGE LEAF CHOPPING BOARD  ,400.95,81,37,36,4.95,1332
47591B,SCOTTIES CHILDRENS APRON,400.95,243,75,61,1.65,4575
20618,QUEEN OF THE SKIES PASSPORT COVER ,400.38,193,74,50,2.0889189189189192,3700
21076,SET/20 COLLAGE PAPER NAPKIN ,400.34999999999997,471,71,59,0.85,4189
90200A,PURPLE SWEETHEART BRACELET,399.5,94,41,32,4.25,1312
21882,SKULLS TAPE,398.73,921,70,61,0.5783333333333334,4270
21001,ROSE DU SUD WASHBAG ,398.65000000000003,67,31,29,5.95,899
84865,NEW BAROQUE BLACK PHOTO ALBUM,398.65,58,36,25,7.729166666666667,900
23471,SIX DRAWER OFFICE TIDY,398.0,40,23,23,9.95,529
85146,JARDIN ETCHED GLASS SMALL BELL JAR,397.85,83,24,20,5.180769230769231,480
35095A,BLUE VICTORIAN FABRIC OVAL BOX,396.77,945,76,59,0.4182894736842105,4484
21881,CUTE CATS TAPE,396.03000000000003,895,64,49,0.6015625,3136
21709,FOLDING UMBRELLA  CHOC/WHITE  SPOT,396.0,80,33,30,4.95,990
23492,VINTAGE JINGLE BELLS WREATH,396.0,48,23,22,8.25,506
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,395.03,571,27,24,1.0040740740740741,648
72728,ROSE SCENT CANDLES IN GLASS,394.81999999999994,470,50,44,0.8473999999999999,2200
84563A,PINK & WHITE BREAKFAST TRAY,394.40000000000003,92,33,26,5.131818181818182,858
84663A,GRASS HOPPER WOODEN WALL CLOCK ,393.79,185,36,33,3.4344444444444444,1188
85031C,CURIOUS IMAGES SCRAP BOOK SET,393.45,223,27,22,3.8537037037037036,594
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,393.32,393,41,33,1.3051219512195122,1353
23473,WOODLAND SMALL RED FELT HEART,392.59000000000003,473,42,41,0.83,1722
20661,BLUE SPOTTY PURSE ,392.35,133,29,28,2.95,812
23428,IVORY RETRO KITCHEN WALL CLOCK,391.20000000000005,48,23,22,8.15,506
90161C,ANT COPPER LIME BOUDICCA BRACELET,391.05,79,32,27,4.95,864
84686,BEACH HUT MIRROR,390.53999999999996,184,35,32,3.5077142857142856,1120
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,390.4,32,20,17,12.309999999999999,340
47562,ENGLISH ROSE IRONING BOARD COVER,390.0,104,41,16,3.75,656
20769,DAISY JOURNAL ,389.87,187,57,45,2.5036206896551723,2565
21371,MIRRORED WALL ART POPPIES,389.4,368,41,33,1.2841463414634147,1353
84638,SMALL KITCHEN FLOWER POTS PLAQUE,389.4,132,28,26,5.771428571428571,728
85031B,BLOSSOM IMAGES SCRAP BOOK SET,388.8,240,24,23,3.5625,552
21403,BLUE EGG  SPOON,388.74,2007,107,80,0.22934579439252337,8560
23691,WRAP KEEP CALM BIRTHDAY,388.5,925,35,34,0.42,1190
21293,MIRRORED DOVE WALL DECORATION,388.43,184,39,27,2.15075,1053
20778,GARDEN PATH NOTEBOOK ,387.75,235,79,65,1.65,5135
85006,SET 4 NURSERY DES ROUND BOXES,387.65000000000003,167,33,30,2.5681818181818183,990
84684,BEACH HUT PHOTO FRAME,387.59999999999997,344,19,16,2.013157894736842,304
20838,FRENCH LATTICE CUSHION COVER ,387.29,391,39,36,1.1817948717948719,1404
84683,CLASSICAL ROSE CANDLESTAND,386.65000000000003,413,26,17,1.146551724137931,442
23021,GLASS BONNE JAM JAR,385.95000000000005,93,24,23,4.15,552
72800C,4 PINK DINNER CANDLE SILVER FLOCK,385.51,257,42,33,2.2190476190476187,1386
22486,PLASMATRONIC LAMP,385.39,43,19,17,11.12578947368421,323
84932A,SMALL GREEN PEONY FOLDING STOOL,384.2,150,22,20,4.034090909090909,440
21665,TRIANGULAR RIDGED GLASS POSY HOLDER,383.40000000000003,612,38,33,0.6451219512195122,1254
21558,SKULL LUNCHBOX WITH CUTLERY ,382.5,150,41,31,2.55,1271
62096A,PINK/YELLOW FLOWERS HANDBAG,381.95,291,50,47,1.3598039215686273,2350
22446,PIN CUSHION RUSSIAN DOLL PINK,381.90000000000003,114,26,24,3.3500000000000005,624
84976,RECTANGULAR SHAPED MIRROR,381.86,364,39,37,1.2233333333333334,1443
85090,CANDY SPOT APRON,381.3,82,35,26,4.65,910
21942,SKULLS DESIGN FLANNEL,381.11999999999995,506,62,39,0.8253225806451613,2418
22344,PARTY PIZZA DISH PINK POLKADOT,380.93,893,52,38,0.6288461538461537,1976
20659,ECONOMY LUGGAGE TAG,380.81,287,89,55,1.352197802197802,4895
85104,SILVER GLASS T-LIGHT SET,380.13000000000005,135,49,38,2.993846153846154,1862
21319,GLASS CHALICE GREEN  SMALL ,379.26,294,43,41,1.5327906976744186,1763
35160,BUDDHA INCENSE HOLDER ASSORTED,379.08,468,44,30,0.838181818181818,1320
16168M,FUNKY MONKEY GIFT BAG MEDIUM,379.08,1434,52,41,0.39115384615384613,2132
85161,ACRYLIC GEOMETRIC LAMP,379.0,20,18,14,18.95,252
22032,BOTANICAL LILY GREETING CARD,378.42,903,74,64,0.4183783783783783,4736
21320,GLASS CHALICE GREEN  LARGE ,378.36,196,31,28,2.2199999999999998,868
84218,BOX/12 CHICK & EGG IN BASKET,378.3,194,88,73,1.95,6424
84766,SILVER ROCOCO CANDLE STICK,378.0,120,23,22,4.732608695652174,506
85211,S/4 GROOVY CAT MAGNETS,377.96999999999997,279,51,43,1.5029629629629628,2193
84748,FOLK FELT HANGING MULTICOL GARLAND,377.4,212,27,25,3.1285714285714286,675
35969,FOLKART CROWN TABLE DECORATIONS,376.74,450,40,36,1.4594999999999998,1440
85007,SET OF 3 VINTAGE TEA TIME BOXES,376.35,139,19,16,3.9,304
22686,"FRENCH BLUE METAL DOOR SIGN, No",376.25,301,34,32,1.25,1088
85197,SET OF 12 MINI BUNNIES IN A BUCKET,375.9,179,69,60,2.1,4140
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,375.9,42,25,21,8.95,525
21160,KEEP OUT GIRLS DOOR HANGER ,375.78999999999996,475,48,43,1.2897916666666667,2064
16218,CARTOON  PENCIL SHARPENERS,375.6,4525,70,60,0.098,4200
23565,EGG CUP MILKMAID HELGA ,375.0,300,30,27,1.25,810
23072,MARIE ANTOINETTE TRINKET BOX SILVER,375.0,30,17,17,12.5,289
22137,BATHROOM SET LOVE HEART DESIGN,374.65000000000003,127,29,22,2.95,638
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",374.65000000000003,127,27,20,2.95,540
23325,RUSTIC STRAWBERRY JAM POT SMALL,373.8,228,23,22,1.641304347826087,506
51020B,STRIPY DESIGN SHOWER CAP,373.52,808,58,39,0.9686206896551725,2262
20781,GOLD EAR MUFF HEADPHONES,373.17,77,41,34,5.230975609756097,1394
85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,372.9,550,86,77,1.101590909090909,6622
79030G,TUMBLER NEW ENGLAND,372.84,956,39,34,0.39,1326
20933,YELLOW POT PLANT CANDLE,372.15,121,38,34,3.5012820512820517,1292
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,371.78000000000003,138,32,19,2.7887500000000003,608
85145,JARDIN ETCHED GLASS LARGE BELL JAR,371.35,45,25,22,9.23,550
23115,RED APPLES CHOPPING BOARD   ,371.25,75,34,34,4.95,1156
22936,BAKING MOULD ROSE WHITE CHOCOLATE,370.88,114,31,29,3.337272727272727,899
72799C,PINK PILLAR CANDLE SILVER FLOCK,370.28000000000003,212,38,31,2.43,1178
84563B,BLUE & WHITE BREAKFAST TRAY,370.20000000000005,96,37,27,4.40945945945946,999
22856,ASSORTED EASTER DECORATIONS  BELLS,370.0,296,25,24,1.25,600
23455,SMALL PARLOUR PICTURE FRAME,369.92,128,31,29,2.89,899
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,369.84999999999997,397,46,37,1.1010869565217392,1702
21540,DAIRY MAID CERAMIC BUTTER DISH,369.75,87,38,26,4.25,988
21632,VINTAGE PINK DECORATIVE PARASOL,369.75,29,24,22,12.75,528
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,369.75,169,43,28,2.5104651162790694,1204
84968E,S/16 VINTAGE BLACK CUTLERY,369.75,29,20,14,12.75,280
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,369.6,146,47,42,2.5404255319148934,1974
85020,ROUND PINK HEART MIRROR,369.6,176,43,35,2.1,1505
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,368.25,93,28,26,4.798275862068966,728
21520,BOOZE & WOMEN GREETING CARD ,368.04,890,68,61,0.4173529411764706,4148
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,366.95,41,25,23,8.95,575
84815,SET OF 3 DANISH ROSE PLANTERS,365.5,86,34,32,4.25,1088
84901,BLACK FACE LAMB WITH PANTS,365.34,98,56,44,3.737142857142857,2464
23456,MEDIUM PARLOUR PICTURE FRAME ,365.20000000000005,88,31,28,4.15,868
22447,PIN CUSHION BABUSHKA BLUE,364.65000000000003,117,29,26,3.2051724137931035,754
84631,FRUIT TREE AND BIRDS WALL PLAQUE,364.35,73,22,18,7.131818181818182,396
72789,BASKET/8 SCENTED LOVE TOKEN CANDLES,363.75,97,43,41,3.75,1763
84905,PINK BUTTERFLY CUSHION COVER ,362.55,145,17,16,4.079411764705883,272
84859C,PINK DISCO HANDBAG,361.84,190,35,28,2.935,980
23538,WALL ART VINTAGE HEART,361.5,74,24,23,4.916666666666667,552
85232A,SET/3 POLKADOT STACKING TINS,361.35,73,35,29,4.95,1015
20774,GREEN FERN NOTEBOOK,361.34999999999997,219,75,67,1.65,5025
21538,DAIRY MAID  PUDDING BOWL,360.0,96,43,39,3.75,1677
84816,DANISH ROSE BEDSIDE CABINET,359.55,9,9,9,39.95,81
20785,FUSCHIA RETRO BAR STOOL,359.55,9,9,9,39.95,81
84358,FLOOR LAMP SHADE WOOD BASE,358.85,39,18,10,9.544444444444444,180
20731,POSY CANDY BAG,358.25,565,41,36,1.1651219512195123,1476
23074,EMBOSSED HEART TRINKET BOX,358.1,173,34,31,2.0714705882352944,1054
22785,CUSHION COVER PINK UNION FLAG,357.75,53,21,21,6.75,441
84707B,PINK JEWELLED MIRROR TRINKET TRAY,357.65999999999997,47,22,22,9.31409090909091,484
21127,COLOURFUL FISHING GNOME,357.0,60,32,21,5.95,672
85121B,RETRO LAUNDRY TUB PINK,357.0,42,24,24,8.5,576
47579,TEA TIME BREAKFAST BASKET,357.0,170,43,37,2.1,1591
85088,CANDY SPOT HAND BAG,356.65,165,41,35,2.1966666666666668,1435
71270,PHOTO CLIP LINE,356.21,284,53,29,1.2724074074074072,1537
20910,VINTAGE PHOTO ALBUM PARIS DAYS,355.59999999999997,56,27,10,6.35,270
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,355.53000000000003,249,26,25,1.5853846153846154,650
22039,BOTANICAL LILY GIFT WRAP,353.0,850,30,27,0.41466666666666663,810
10134,COLOURING PENCILS BROWN TUBE,352.5,282,46,43,1.25,1978
21223,SET/4 BADGES WOODLAND ANIMAL,352.5,282,34,33,1.25,1122
22202,MILK PAN PINK POLKADOT,352.5,94,36,34,3.75,1224
18094C,WHITE AND BLUE CERAMIC OIL BURNER,351.6,312,39,21,1.1884615384615385,819
23337,EGG FRYING PAN MINT ,351.52000000000004,169,60,49,2.08,2940
22333,RETRO SPOT PARTY BAG + STICKER SET,351.45,213,29,28,1.65,812
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,351.0,540,15,15,0.65,225
84741C,CITRUS GARLAND FELT FLOWERS ,351.0,180,47,42,1.95,1974
23017,APOTHECARY MEASURING JAR,350.0,28,16,15,12.5,240
85142,JARDIN ETCHED GLASS GINGER JAR,349.8,44,26,26,7.950000000000001,676
21529,RED RETROSPOT TOASTRACK,349.8,104,35,32,3.4214285714285713,1120
35471A,SET OF 3 BIRD L.BLUE FEATHER,349.2,360,54,41,1.1857142857142857,2214
16048,TEATIME ROUND PENCIL SHARPENER ,348.9,2165,67,58,0.195,3886
72780,BLACK SILOUETTE CANDLE PLATE,348.21,417,42,35,0.8438095238095238,1470
47563A,RETRO LONGBOARD IRONING BOARD COVER,347.5,224,62,39,1.9758064516129032,2418
21332,MOROCCAN BEATEN METAL MIRROR,347.3,30,26,24,12.073076923076922,624
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,347.19,1026,74,58,0.4244736842105263,4292
21459,YELLOW EASTER EGG HUNT START POST,347.09999999999997,178,36,32,1.9500000000000002,1152
85221,ASSORTED COLOUR SILK COIN PURSE,346.99,323,25,24,1.2019230769230769,600
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,346.65,139,21,18,3.3909090909090907,378
46000R,POLYESTER FILLER PAD 45x30cm,346.55,239,59,42,1.45,2478
85044,RED REINDEER STRING OF 20 LIGHTS,346.5,70,23,23,4.95,529
23150,IVORY SWEETHEART SOAP DISH,346.11,139,40,33,2.49,1320
84657,GREEN ROSE CUSHION COVER,346.1,154,18,14,3.7277777777777774,252
47421,ASSORTED COLOUR LIZARD SUCTION HOOK,345.78,837,67,23,0.4183783783783783,1541
23135,SMALL ZINC HEART WALL ORGANISER,345.0,60,29,26,5.75,754
45008C,DECORATIVE NET CANOPY CREAM,344.7,42,18,16,8.66111111111111,288
84968F,S/16 VINTAGE SKY BLUE CUTLERY,344.25,27,21,18,12.75,378
22897,OVEN MITT APPLE DESIGN,343.65,237,28,28,1.45,784
72128,COLUMBIAN CANDLE ROUND,342.73999999999995,542,77,61,0.810125,4697
85136B,BLUE SHARK HELICOPTER,341.85,43,38,38,7.95,1444
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET ,341.8,356,32,28,1.3545454545454545,896
22896,PEG BAG APPLE DESIGN,341.7,134,24,24,2.55,576
21757,LIGHTHOUSE PRINTED METAL SIGN,341.55,69,31,15,4.95,465
72023F,RED ORGANIC CANDLE IN GLASS,341.45,277,36,33,1.2394736842105263,1188
37333,"RETRO ""TEA FOR ONE"" ",341.40000000000003,72,33,26,4.495454545454545,858
47367B,PAIR PADDED HANGERS PINK CHECK,341.25,91,36,34,3.75,1224
84029C,BROWN FURRY HOT WATER BOTTLE,341.25,91,33,23,3.75,759
22892,SALT AND PEPPER SHAKERS TOADSTOOLS,341.25,273,24,24,1.25,576
20753,RETRO PINK SPOT WASHING UP GLOVES,340.7,163,37,30,2.056756756756757,1110
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,340.25,97,22,20,4.119565217391305,440
21002,ROSE DU SUD DRAWSTRING BAG,340.0,80,25,25,4.25,625
75149N,STRING CRYSTALS NATURAL,340.0,272,25,18,1.25,450
84856S,SMALL TAHITI BEACH BAG,339.45,73,25,22,4.65,550
21027,NINJA RABBIT PINK,339.3,276,46,39,1.2420833333333332,1794
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,339.25,297,53,45,1.420754716981132,2385
21663,VINTAGE GLASS SUGAR CADDY,339.15000000000003,57,24,20,5.95,480
84926D,LA PALMIERA TILE COASTER,337.89,762,38,29,0.7589743589743589,1102
85169D,PINK LOVE BIRD CANDLE,337.66,302,44,38,1.2122727272727274,1672
84497,BUTTONS AND STRIPES NOTEBOOK ,337.5,90,32,29,3.75,928
21490,SET OF THREE 50'S GIFT WRAPS ,337.34999999999997,173,31,31,1.95,961
20976,12 PENCILS SMALL TUBE POSY,336.7,518,64,51,0.65,3264
23661,MILK MAIDS MUG ,336.6,204,23,23,1.6499999999999997,529
90161B,ANT COPPER TURQ BOUDICCA BRACELET,336.6,68,24,20,4.95,480
47591B,SCOTTIES DES CHILD'S APRON,336.59999999999997,204,60,51,1.65,3060
85086A,CANDY SPOT HEART DECORATION,336.59999999999997,396,49,44,0.85,2156
84595E,LARGE TORTILLA DESIGN RED BOWL,336.3,158,24,21,2.875,504
21004,ROSE DU SUD CHILDS APRON,335.75,79,33,28,4.25,924
84051,ASS COLOUR GLOWING TIARAS,335.75,395,49,47,0.85,2303
84249D,FAIRY CAKE GREETINGS CARD,335.46,809,55,48,0.4189090909090909,2640
84782C,GREEN 3 TIER GLASS PLATE STAND,334.7,58,16,16,9.45,256
22029,SPACE BOY BIRTHDAY CARD,333.78000000000003,805,53,51,0.41886792452830185,2703
72127,COLUMBIAN CANDLE ROUND ,333.76,274,57,47,1.2403389830508476,2679
85097B,BLUE ROCKING SINGING CANARY,333.75,89,35,24,3.75,840
23536,VILLAGE SHOW WALL ART,333.2,56,14,14,5.95,196
72225C,LAVENDER SCENT CAKE CANDLE,333.13,1301,34,24,0.27117647058823524,816
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,331.56,252,41,36,1.4992682926829268,1476
85023B,EAU DE NILE JEWELLED PHOTOFRAME,331.5,130,34,30,2.55,1020
79190B,RETRO PLASTIC POLKA TRAY,331.38,789,94,56,0.42,5264
23420,PANTRY HOOK TEA STRAINER ,330.72,159,28,26,2.08,728
37464,ROBOT MUG IN DISPLAY BOX,330.07,275,46,45,1.2419148936170212,2070
84916,HAND TOWEL PALE BLUE W FLOWERS,330.0,120,28,26,4.739285714285715,728
21307,SET/4 BUTTERFLY MIRROR MAGNETS,329.9,414,50,38,1.7108,1900
21418,STARFISH SOAP DISH,329.45,143,34,24,2.3488571428571428,816
21749,LARGE RED SPOT WINDMILL,328.8,158,28,27,2.091071428571429,756
22286,DECORATION WOBBLY RABBIT METAL ,328.77,633,44,35,0.6763636363636363,1540
23124,18PC WOODEN CUTLERY SET DISPOSABLE,328.75,263,22,22,1.25,484
72529W,WHITE ADVENT CANDLE,328.6,155,35,35,2.12,1225
21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,327.25,55,28,22,5.95,616
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,327.23,109,42,36,3.082093023255814,1512
20694,FLORAL PINK MONSTER,327.12,88,24,22,3.7212,528
84007,MAGIC GARDEN MOUNT FUJI,326.4,128,36,29,2.55,1044
20760,GARDEN PATH POCKET BOOK,326.4,384,55,45,0.85,2475
22345,PARTY PIZZA DISH BLUE POLKADOT,326.09999999999997,816,47,33,0.5989795918367347,1551
22045,SPACE BOY GIFT WRAP,325.5,775,27,26,0.42,702
23524,WALL ART HORSE & PONY ,325.47,89,33,26,3.722121212121212,858
